feature,importance
seed,0.018435415403274723
debt_financing,0.011885991510006078
country_code,0.01030927835051546
angel,0.0037598544572468363
grant,0.0025469981807155874
convertible_note,0.0008489993935718587
equity_crowdfunding,0.0
market,-0.001455427531837472
category_count,-0.0026682838083686876
months_to_first_funding,-0.0036385688295936802
state_code,-0.006670709520921747
founded_year,-0.020012128562765297
