feature,importance
state_code,0.010187992722862365
country_code,0.007034566403881171
founded_year,0.005700424499696821
seed,0.003517283201940613
category_count,0.002425712553062509
angel,0.0010915706488781485
grant,0.00024257125530626755
equity_crowdfunding,0.00024257125530625646
market,0.00012128562765315599
convertible_note,0.00012128562765313377
debt_financing,0.0
months_to_first_funding,-0.0016979987871436953
