feature,importance
funding_rounds,0.1599757428744694
founded_year,0.1311097634930261
months_to_first_funding,0.06440266828380836
funding_total_usd,0.021467556094602824
seed,0.007883565797452996
debt_financing,0.006670709520921747
state_code,0.00570042449969681
angel,0.0038811400848999256
convertible_note,0.0
equity_crowdfunding,0.0
market,-0.000727713765918736
grant,-0.0008489993935718587
category_count,-0.001091570648878104
country_code,-0.006064281382656134
