feature,importance
funding_rounds,0.17258944815039423
founded_year,0.09084293511218926
months_to_first_funding,0.035536688902365124
state_code,0.010430563978168661
market,0.009096422073984289
seed,0.004366282595512505
country_code,0.004244996967859405
angel,0.003759854457246914
funding_total_usd,0.0027895694360219325
category_count,0.000970285021225048
grant,0.000970285021225048
convertible_note,0.0004851425106125351
debt_financing,0.0004851425106124907
equity_crowdfunding,0.000363856882959368
