feature,importance
funding_rounds,0.0963007883565797
seed,0.04002425712553059
debt_financing,0.03129169193450572
angel,0.004366282595512416
grant,0.0009702850212249814
equity_crowdfunding,0.0
convertible_note,-0.000363856882959368
category_count,-0.0007277137659187583
founded_year,-0.0008489993935718809
state_code,-0.002183141297756275
months_to_first_funding,-0.0030321406913281336
country_code,-0.0032747119466343564
market,-0.0035172832019406465
funding_total_usd,-0.011522134627046765
