feature,importance
funding_rounds,0.2040024257125531
founded_year,0.08295936931473624
months_to_first_funding,0.0383262583383869
market,0.017828987265009144
state_code,0.016009702850212304
country_code,0.007762280169799918
category_count,0.005093996361431152
angel,0.0006064281382656134
grant,0.0004851425106124907
funding_total_usd,0.00012128562765312267
equity_crowdfunding,0.0
debt_financing,-0.00012128562765312267
seed,-0.00024257125530624535
convertible_note,-0.0006064281382656134
