feature,importance
founded_year,0.11097634930260761
months_to_first_funding,0.0658580958156458
country_code,0.0270466949666464
market,0.026804123711340156
seed,0.01091570648878104
state_code,0.006791995148574847
category_count,0.005579138872043643
angel,0.0031534263189811895
debt_financing,0.0016979987871437174
convertible_note,0.0008489993935718587
equity_crowdfunding,0.00012128562765312267
grant,-0.0014554275318374942
