feature,importance
founded_year,0.14530018192844152
months_to_first_funding,0.1006670709520922
debt_financing,0.019769557307459107
seed,0.012492419648271724
state_code,0.009096422073984266
market,0.008732565191024855
angel,0.006185567010309279
country_code,0.0035172832019405575
category_count,0.0020618556701030855
convertible_note,0.0008489993935718587
equity_crowdfunding,0.0
grant,-0.00012128562765312267
