feature,importance
funding_rounds,0.108429351121892
founded_year,0.03723468768950877
debt_financing,0.022073984232868347
months_to_first_funding,0.009581564584596691
seed,0.009338993329290446
angel,0.008489993935718587
funding_total_usd,0.006670709520921747
market,0.0019405700424499628
convertible_note,0.0008489993935718587
grant,0.00024257125530624535
category_count,0.0
equity_crowdfunding,0.0
state_code,-0.003759854457246847
country_code,-0.00836870830806553
