feature,importance
country_code,0.02510612492419646
state_code,0.01843541540327469
founded_year,0.013462704669496617
market,0.009702850212249814
category_count,0.008247422680412342
seed,0.007883565797452974
angel,0.0036385688295936802
convertible_note,0.0016979987871437174
months_to_first_funding,0.001455427531837472
debt_financing,0.0013341419041843494
equity_crowdfunding,0.0008489993935718587
grant,-0.000363856882959368
