feature,importance
debt_financing,0.04426925409338989
founded_year,0.03844754396604
months_to_first_funding,0.022922983626440296
seed,0.02268041237113405
angel,0.010673135233474795
category_count,0.006428138265615502
grant,0.0013341419041843494
convertible_note,0.001091570648878104
equity_crowdfunding,0.00024257125530624535
state_code,-0.0004851425106124907
market,-0.0008489993935718587
country_code,-0.004851425106124907
