feature,importance
founded_year,0.1320800485142511
months_to_first_funding,0.08295936931473621
market,0.02619769557307461
state_code,0.020497271073377843
country_code,0.013947847180109153
angel,0.011036992116434186
category_count,0.010187992722862327
seed,0.00812613705275922
debt_financing,0.0031534263189811895
convertible_note,0.0012128562765312267
equity_crowdfunding,0.00012128562765312267
grant,-0.0016979987871437174
