feature,importance
funding_rounds,0.12698605215281983
funding_total_usd,0.032868405093996356
seed,0.025227410551849537
debt_financing,0.013705275924802862
state_code,0.00994542146755606
market,0.008247422680412342
angel,0.004851425106124907
category_count,0.0027895694360218215
months_to_first_funding,0.0026682838083686767
grant,0.0012128562765312267
convertible_note,0.001091570648878104
equity_crowdfunding,0.0
country_code,-0.0035172832019406018
founded_year,-0.004366282595512505
