raw_rows,eligible_rows,positive_rate,observation_cutoff,target_definition,important_limitation
54294,8245,0.36979987871437237,2015-01-01,Approximate label: round_B > 0 and last_funding_at - first_funding_at <= 36 months; kept only if first_funding_at <= 2015-01-01 and (positive or at least 36 months of observation).,"The CSV does not include the exact date of the Series B event, so the milestone label is approximate."
